Age,Gender,Current Weight (lbs),BMR (Calories),Daily Calories Consumed,Daily Caloric Surplus/Deficit,Weight Change (lbs),Duration (weeks),Physical Activity Level,Sleep Quality,Stress Level,Final Weight (lbs),Daily_Weight_Change
39,M,190.1,1734.6,1284.3,-797.2,-15.945,10,Sedentary,Excellent,1,174.1,-0.2277854864547204
46,F,168.6,1436.5,1747.8,-730.1,-5.841,4,Very Active,Excellent,5,162.8,-0.20860599151472797
45,M,195.3,1728.4,1297.5,-776.5,-18.637,12,Sedentary,Excellent,8,176.7,-0.22186539205300973
48,F,187.1,1510.0,2567.9,-36.9,-0.813,11,Very Active,Poor,6,186.3,-0.010556253886195138
33,F,210.5,1691.2,2087.7,-533.7,-5.337,5,Moderately Active,Excellent,6,205.1,-0.15248603438475142
56,F,153.8,1319.3,1617.5,34.2,0.342,5,Sedentary,Fair,6,154.2,0.009783772950101592
52,F,124.6,1206.8,1200.0,-248.2,-2.482,5,Sedentary,Fair,11,122.1,-0.07090859626020198
28,M,127.2,1504.4,3125.2,793.3,6.346,4,Moderately Active,Poor,5,133.5,0.22664954917012348
26,F,136.6,1391.2,2781.6,381.8,7.637,10,Very Active,Fair,6,144.3,0.10909396462792223
27,F,195.2,1651.8,2017.2,-832.2,-14.979,9,Very Active,Excellent,6,180.2,-0.23776767753809977
34,F,160.2,1458.3,2212.6,-303.0,-6.06,10,Very Active,Excellent,5,154.2,-0.08657654384125804
46,F,174.3,1462.0,1265.4,-744.9,-13.407,9,Lightly Active,Good,8,160.9,-0.21281665423539667
26,M,173.3,1723.4,2811.9,140.6,1.687,6,Moderately Active,Good,5,174.9,0.04016672586760576
59,F,163.7,1349.0,1526.1,-800.8,-11.212,7,Very Active,Excellent,6,152.5,-0.2288140057488106
32,F,235.2,1808.3,3146.2,26.9,0.215,4,Very Active,Poor,7,235.4,0.007690587939748704
55,F,158.1,1343.4,1271.7,-340.4,-3.404,5,Sedentary,Good,4,154.7,-0.09726218698368023
53,M,136.1,1419.9,2143.6,-57.1,-0.8,7,Moderately Active,Excellent,5,135.3,-0.01632704468436311
58,M,162.3,1513.7,2921.4,840.1,15.121,9,Lightly Active,Poor,2,177.4,0.24002032985878655
30,M,176.1,1716.5,1964.9,-695.7,-8.348,6,Moderately Active,Fair,4,167.8,-0.19875810015074966
47,F,134.3,1275.7,1621.5,-132.5,-2.386,9,Lightly Active,Good,9,131.9,-0.037869770182173725
38,M,169.9,1648.2,2899.5,56.3,0.901,8,Very Active,Fair,6,170.8,0.01609583363884186
26,F,173.0,1556.3,2617.2,-67.4,-1.482,11,Very Active,Poor,12,171.5,-0.01924994853744686
41,F,154.2,1395.8,2646.7,483.3,11.599,12,Moderately Active,Excellent,3,165.8,0.138080879390629
32,M,127.4,1485.5,2911.6,349.2,5.587,8,Very Active,Good,4,133.0,0.0997669188147694
21,M,210.1,1915.5,2472.4,-831.8,-8.318,5,Very Active,Excellent,6,201.8,-0.23765757121352493
19,M,197.6,1868.9,2295.4,52.7,1.053,10,Sedentary,Good,7,198.7,0.015043027938429076
65,M,182.1,1568.7,2508.5,626.1,15.026,12,Sedentary,Poor,4,197.2,0.1788804555288203
58,F,131.7,1209.0,2519.6,434.0,6.944,8,Very Active,Good,7,138.7,0.12399542530703223
30,F,193.5,1629.2,2879.6,354.3,6.378,9,Moderately Active,Excellent,8,199.9,0.10123783272945691
49,M,203.4,1745.2,3133.1,122.6,1.471,6,Very Active,Good,2,204.9,0.03503314936318839
45,F,185.1,1515.9,1709.8,-639.8,-7.678,6,Moderately Active,Poor,10,177.4,-0.18280410078854883
55,M,164.0,1536.2,1355.4,-756.9,-10.596,7,Lightly Active,Excellent,1,153.4,-0.2162524076286922
44,M,212.2,1810.2,2814.7,325.7,4.56,7,Lightly Active,Fair,9,216.8,0.09305287557233949
57,F,150.0,1297.0,2583.1,572.8,4.582,4,Moderately Active,Excellent,6,154.6,0.16365316282198084
28,F,136.5,1380.6,1200.0,-698.3,-11.172,8,Lightly Active,Fair,3,125.3,-0.1995032518239302
38,F,158.2,1429.0,2992.2,527.1,5.271,5,Very Active,Fair,11,163.5,0.15060317435259912
38,F,139.1,1342.2,1969.6,-110.8,-2.217,10,Moderately Active,Fair,7,136.8,-0.03166865662474993
30,M,204.6,1845.6,3127.0,589.3,4.714,4,Lightly Active,Good,8,209.3,0.16836172966510732
35,M,193.4,1769.8,2397.0,-346.3,-5.54,8,Moderately Active,Good,5,187.9,-0.09892941012707082
46,M,126.2,1410.0,1915.0,-517.3,-5.173,5,Very Active,Good,8,121.1,-0.1478096475797299
37,M,197.6,1778.6,2844.9,88.1,1.938,11,Moderately Active,Poor,9,199.5,0.025172075299994243
43,F,194.4,1568.2,2034.0,-396.7,-7.935,10,Moderately Active,Excellent,6,186.5,-0.11335650169073584
32,F,160.8,1470.6,1892.8,-644.1,-7.729,6,Very Active,Good,11,153.0,-0.18402625908896028
61,M,196.6,1654.4,1844.0,-141.3,-1.695,6,Sedentary,Fair,5,194.9,-0.04035827427599088
32,M,143.7,1559.4,3233.2,543.3,4.346,4,Very Active,Fair,9,148.1,0.15522108282279648
20,F,175.7,1598.6,1254.4,-663.9,-14.606,11,Sedentary,Poor,7,161.1,-0.18969015393015634
49,M,236.4,1895.0,2722.4,-546.5,-6.558,6,Very Active,Good,5,229.9,-0.15613146032712977
59,M,162.6,1509.9,1364.7,-711.4,-15.65,11,Lightly Active,Excellent,8,146.9,-0.20324419950928593
22,M,173.4,1743.9,3387.6,379.3,3.035,4,Very Active,Good,2,176.4,0.10837940544984616
20,M,170.2,1739.5,2738.5,42.2,0.506,6,Moderately Active,Poor,10,170.7,0.012058402041280714
18,M,169.0,1744.0,2105.4,12.6,0.126,5,Sedentary,Excellent,6,169.1,0.0035919943054481597
27,F,187.0,1614.8,3344.2,841.2,20.189,12,Moderately Active,Excellent,6,207.2,0.24034024383784358
28,M,206.4,1863.6,3410.8,522.2,4.178,4,Moderately Active,Poor,9,210.6,0.1492075628997909
47,F,151.9,1355.6,2331.3,-7.2,-0.143,10,Very Active,Fair,7,151.8,-0.002043034528361464
63,F,94.9,1016.9,1673.0,452.7,6.338,7,Sedentary,Excellent,11,101.2,0.12934594768772117
38,M,152.9,1571.2,2786.7,626.2,10.02,8,Lightly Active,Good,2,163.0,0.1789253180478046
45,M,181.3,1664.7,2113.4,115.8,2.778,12,Sedentary,Excellent,7,184.0,0.03307685512058574
46,F,169.4,1439.7,2150.9,423.3,7.619,9,Sedentary,Poor,7,177.0,0.12092891934228803
18,F,177.7,1617.4,1668.3,-555.6,-8.89,8,Lightly Active,Fair,7,168.8,-0.15875512955645485
43,M,213.5,1820.9,3489.5,667.1,13.343,10,Moderately Active,Good,5,226.8,0.19060811605908254
18,M,202.2,1894.6,3571.2,634.5,7.614,6,Moderately Active,Fair,4,209.8,0.18129645860510352
36,M,131.2,1482.7,1814.3,-484.0,-8.712,9,Moderately Active,Poor,8,122.5,-0.13828338628707337
39,M,190.4,1736.3,3058.7,63.7,0.892,7,Very Active,Poor,9,191.3,0.018203754185851722
45,F,173.3,1462.7,1918.1,-605.0,-10.89,9,Very Active,Excellent,12,162.4,-0.17285889310567837
33,F,156.8,1447.9,3179.2,681.5,6.815,5,Very Active,Good,4,163.7,0.1947217060054506
37,M,212.3,1845.6,2834.9,-25.8,-0.258,5,Moderately Active,Fair,6,212.1,-0.0073854360511126545
60,M,157.0,1479.8,3218.2,665.4,13.308,10,Very Active,Poor,2,170.4,0.1901192333499304
55,M,190.8,1657.7,2318.4,39.0,0.468,6,Lightly Active,Poor,9,191.2,0.01113972157875391
37,M,214.5,1855.2,2065.3,-810.3,-19.448,12,Moderately Active,Fair,1,195.0,-0.23152588051159584
18,F,96.0,1247.1,1491.6,-659.7,-15.833,12,Very Active,Good,5,80.2,-0.18848827078156963
40,F,135.2,1314.6,2211.5,-56.1,-0.449,4,Very Active,Good,6,134.7,-0.016029714482804203
24,F,191.0,1647.9,2089.3,111.9,2.014,9,Sedentary,Poor,6,193.0,0.03196261474016202
30,F,138.5,1379.8,2749.3,610.6,6.106,5,Moderately Active,Excellent,3,144.6,0.17447017731245057
58,M,177.0,1580.2,2196.4,23.6,0.426,9,Lightly Active,Fair,8,177.4,0.006755870508303815
26,M,188.4,1792.0,1586.2,-877.8,-19.312,11,Lightly Active,Poor,4,169.1,-0.25080979533858616
40,M,199.5,1772.3,1582.5,-544.3,-5.443,5,Sedentary,Excellent,10,194.0,-0.15550879304694887
18,F,176.3,1611.1,2585.5,370.2,8.885,12,Lightly Active,Fair,10,185.2,0.10577297100374809
44,F,181.0,1502.6,2252.5,186.4,4.101,11,Lightly Active,Good,5,185.1,0.053263480643783494
51,F,148.3,1319.2,1797.5,-16.5,-0.362,11,Lightly Active,Excellent,3,147.9,-0.0047030366475286686
27,M,175.3,1727.7,2337.4,-340.5,-4.767,7,Moderately Active,Good,12,170.5,-0.09729501611335777
30,F,126.8,1326.8,2336.3,511.9,12.285,12,Lightly Active,Excellent,6,139.1,0.14624507408036191
23,M,206.8,1890.7,2243.9,-355.8,-6.405,9,Lightly Active,Excellent,8,200.4,-0.10165875945635863
61,M,139.3,1394.1,2917.0,512.1,8.194,8,Very Active,Good,1,147.4,0.14632078735134357
39,M,198.2,1771.7,3476.0,419.8,5.877,7,Very Active,Fair,7,204.1,0.11994283527331014
43,F,191.4,1554.8,1881.0,-801.0,-14.417,9,Very Active,Good,8,177.0,-0.22884693943989545
18,M,185.9,1820.7,1837.7,-347.1,-7.636,11,Sedentary,Excellent,8,178.3,-0.09916929816664814
45,M,174.6,1634.6,1910.0,-51.5,-0.927,9,Sedentary,Poor,4,173.7,-0.014720395956152255
34,M,164.6,1644.0,3151.2,890.6,21.375,12,Lightly Active,Fair,12,186.0,0.25446765988758074
43,M,148.1,1524.5,1716.9,-646.0,-5.168,4,Moderately Active,Poor,4,143.0,-0.18457117480241308
55,M,245.7,1906.8,2768.6,-187.0,-3.366,9,Moderately Active,Poor,8,242.3,-0.05342141176762315
50,M,172.8,1601.5,3134.8,372.2,8.933,12,Very Active,Poor,11,181.8,0.10634883092758211
20,M,166.2,1721.4,2171.7,-195.3,-2.734,7,Lightly Active,Poor,7,163.5,-0.055792002444520095
23,F,144.0,1439.8,1200.0,-527.7,-8.443,8,Sedentary,Good,1,135.6,-0.15077678258225685
44,F,191.6,1550.6,1549.2,-582.8,-10.491,9,Lightly Active,Fair,6,181.1,-0.1665163482408781
43,F,192.8,1561.0,3119.0,426.3,7.674,9,Very Active,Fair,8,200.5,0.12180556836182677
19,M,203.3,1894.7,2528.9,-407.9,-4.895,6,Moderately Active,Good,5,198.4,-0.11655243921034214
28,F,209.2,1710.6,2174.3,121.6,2.919,12,Sedentary,Poor,4,212.1,0.034752866400825304
59,M,208.6,1718.7,1884.0,-780.0,-9.36,6,Moderately Active,Poor,6,199.2,-0.22286356426879494
18,F,95.5,1244.5,1200.0,-293.4,-7.042,12,Sedentary,Fair,7,88.4,-0.08383322578953675
56,F,155.6,1327.1,1419.7,-637.3,-5.098,4,Moderately Active,Poor,8,150.5,-0.18208087749800766
24,F,192.8,1655.9,1811.1,-176.0,-2.816,8,Sedentary,Poor,10,190.0,-0.05028155683154097
21,M,168.0,1724.5,2570.2,500.8,9.014,9,Sedentary,Fair,5,177.0,0.14308397803106787
36,M,116.9,1417.8,2496.5,547.1,9.847,9,Lightly Active,Good,7,126.8,0.15630186939397558
37,M,156.9,1594.0,2663.5,-86.2,-1.551,9,Very Active,Poor,6,155.3,-0.02461614493377796
42,M,185.7,1699.6,2586.9,-47.6,-0.761,8,Moderately Active,Poor,9,184.9,-0.01359188589567475
61,F,150.8,1280.7,2265.5,56.2,1.012,9,Very Active,Poor,4,151.9,0.016066360309904926
25,F,111.0,1280.0,1812.5,-171.5,-2.058,6,Moderately Active,Fair,5,108.9,-0.04898924820839342
54,M,243.2,1900.7,2586.8,-691.8,-11.069,8,Very Active,Poor,10,232.1,-0.1976593881309326
40,F,165.7,1453.0,2110.2,112.4,2.023,9,Lightly Active,Poor,3,167.7,0.0321113185054971
43,M,133.3,1457.1,1446.0,-812.5,-9.75,6,Moderately Active,Good,4,123.5,-0.23215060194445647
40,M,222.7,1877.7,2662.2,80.3,0.803,5,Lightly Active,Good,7,223.5,0.02293679181996387
32,M,195.0,1792.1,3448.7,357.3,7.861,11,Very Active,Excellent,3,202.9,0.10209492325415664
24,M,175.3,1742.5,2100.6,9.6,0.096,5,Sedentary,Excellent,7,175.4,0.00274089043906445
44,F,142.2,1326.6,2174.7,350.6,7.012,10,Lightly Active,Fair,9,149.2,0.10016764571177023
35,M,195.7,1780.3,2600.5,-470.5,-5.646,6,Very Active,Good,4,190.1,-0.1344300480099581
27,F,124.5,1331.0,1597.9,-698.1,-12.566,9,Very Active,Poor,5,111.9,-0.19946556605208077
41,M,90.1,1271.1,1986.4,16.2,0.26,8,Moderately Active,Poor,3,90.3,0.004638189873403787
32,F,166.0,1494.3,2656.8,79.0,0.949,6,Very Active,Poor,3,166.9,0.0225854716465197
37,M,139.8,1516.4,3034.1,683.7,10.939,8,Moderately Active,Fair,8,150.7,0.19534769977899644
19,M,182.9,1802.0,3575.9,782.8,17.222,11,Moderately Active,Fair,6,200.1,0.22366418849939199
27,F,177.8,1573.1,2556.4,393.4,3.147,4,Lightly Active,Excellent,10,181.0,0.11240872098323221
57,F,117.9,1151.2,2567.3,581.5,4.652,4,Very Active,Poor,10,122.5,0.166148220898976
47,M,203.8,1756.7,1963.4,-759.5,-12.152,8,Moderately Active,Good,3,191.6,-0.21700614916056643
55,M,131.6,1389.5,2080.6,413.1,9.915,12,Sedentary,Poor,5,141.5,0.11804073931285633
18,M,205.6,1910.2,2231.9,-729.0,-14.579,10,Moderately Active,Poor,4,191.1,-0.2082750827973883
28,M,204.1,1853.4,2643.8,-553.3,-7.747,7,Very Active,Fair,1,196.4,-0.158098179900633
20,M,220.2,1966.1,3322.6,619.2,9.907,8,Lightly Active,Poor,4,230.1,0.17690473131896162
49,M,111.0,1326.0,2160.3,-127.0,-2.033,8,Very Active,Excellent,8,109.0,-0.03629632239969799
18,M,172.5,1759.8,3191.0,463.3,10.192,11,Moderately Active,Good,6,182.7,0.13236585093456416
27,F,193.6,1644.6,1931.5,-329.8,-7.915,12,Lightly Active,Excellent,2,185.7,-0.09422264095253116
48,M,255.0,1984.4,3335.9,-87.2,-1.046,6,Very Active,Poor,5,254.0,-0.02490119570562235
29,M,217.2,1907.9,1899.1,-390.4,-8.589,11,Sedentary,Good,3,208.7,-0.1115457760624266
23,M,168.6,1717.5,3133.0,771.4,16.972,11,Lightly Active,Fair,6,185.6,0.22041005807194844
23,M,171.6,1730.8,2495.5,-187.3,-1.873,5,Moderately Active,Good,5,169.7,-0.053515757552003246
35,M,166.1,1645.7,1439.4,-535.5,-12.851,12,Sedentary,Poor,1,153.2,-0.15298659001680529
21,F,149.0,1472.3,1734.8,-804.9,-16.098,10,Very Active,Excellent,3,132.9,-0.22997816364690166
33,M,104.2,1375.1,1736.0,85.9,1.717,10,Sedentary,Poor,4,105.9,0.0245351452903768
37,M,201.1,1794.5,2908.9,-186.6,-4.105,11,Very Active,Excellent,2,197.0,-0.05331310953482574
34,F,126.2,1304.0,2958.2,708.9,11.342,8,Very Active,Fair,8,137.6,0.20253296915277483
57,F,173.6,1403.9,2747.0,325.3,7.807,12,Very Active,Excellent,9,181.4,0.09294615695909669
53,F,191.2,1503.8,2547.0,479.3,8.627,9,Lightly Active,Excellent,9,199.8,0.1369393857871511
41,M,209.8,1814.2,3023.9,-105.6,-2.112,10,Very Active,Fair,5,207.7,-0.030175332824750514
41,M,148.4,1535.4,1376.9,-465.7,-4.657,5,Sedentary,Poor,10,143.7,-0.13304572180087676
26,F,170.6,1545.5,2340.8,-325.2,-7.154,11,Very Active,Good,3,163.5,-0.09291314897504487
29,M,148.7,1596.9,2095.2,-100.5,-2.211,11,Lightly Active,Excellent,7,146.5,-0.02871745641086909
25,M,200.0,1849.6,2742.0,198.8,1.59,4,Lightly Active,Excellent,10,201.6,0.05679692605526114
32,M,181.1,1729.0,3098.2,720.8,7.208,5,Lightly Active,Good,10,188.3,0.20594196686108626
46,M,144.8,1494.3,1427.2,-889.0,-16.002,9,Moderately Active,Poor,4,128.8,-0.25400155045094286
27,F,113.4,1280.7,1682.6,-526.7,-6.32,6,Very Active,Fair,6,107.1,-0.1504746748185594
41,F,229.9,1739.1,2649.4,562.5,9.0,8,Sedentary,Poor,3,238.9,0.16071428642829583
23,F,204.0,1711.7,3578.8,626.2,11.271,9,Very Active,Poor,11,215.2,0.17890637901978582
45,M,223.5,1856.5,2592.1,39.5,0.947,12,Lightly Active,Good,10,224.5,0.011277707912644343
54,F,177.4,1436.2,2293.1,569.6,9.114,8,Sedentary,Fair,7,186.5,0.16275157710782878
27,M,209.0,1880.7,2232.3,-682.8,-13.656,10,Moderately Active,Good,4,195.4,-0.19509018213317786
53,M,158.5,1521.3,2344.0,518.4,7.258,7,Sedentary,Fair,6,165.7,0.14812717664584507
18,F,163.7,1553.8,2488.0,623.4,12.467,10,Sedentary,Good,8,176.1,0.1781068322731551
40,F,166.2,1455.4,2117.5,-138.3,-2.214,8,Moderately Active,Fair,3,164.0,-0.03952782697929719
33,M,204.4,1829.5,3202.0,366.3,8.791,12,Moderately Active,Excellent,4,213.2,0.10465099440675502
45,F,155.0,1379.7,1507.6,-148.1,-1.185,4,Sedentary,Good,7,153.8,-0.04231151242031475
46,F,158.0,1388.0,2024.8,359.3,7.185,10,Sedentary,Poor,6,165.1,0.10264347199689129
57,M,177.6,1588.2,1751.3,-432.4,-4.324,5,Lightly Active,Excellent,8,173.3,-0.12355247728222646
54,M,194.4,1679.3,3753.8,857.0,8.57,5,Very Active,Poor,6,203.0,0.24486920904657758
49,F,199.2,1560.1,2618.2,746.1,14.922,10,Sedentary,Fair,4,214.1,0.21316756129892026
18,F,179.7,1626.6,1858.2,-93.7,-0.749,4,Sedentary,Excellent,3,178.9,-0.026763927486095393
48,M,147.4,1496.3,1627.8,-429.5,-10.309,12,Lightly Active,Excellent,5,137.1,-0.12272572512360992
20,F,124.1,1364.5,1650.1,12.7,0.177,7,Sedentary,Good,10,124.3,0.0036184058745683226
59,F,107.0,1091.8,2751.9,868.5,20.844,12,Very Active,Poor,6,127.8,0.24814343049555743
26,M,164.2,1682.4,2049.5,30.6,0.674,11,Sedentary,Poor,10,164.9,0.008750132456816443
29,F,196.6,1648.4,1569.8,-408.2,-8.165,10,Sedentary,Fair,3,188.5,-0.11663940661715456
22,F,186.0,1635.0,3480.4,659.9,11.879,9,Very Active,Fair,8,197.9,0.18855698250405983
27,M,214.3,1904.7,2583.9,-35.1,-0.701,10,Lightly Active,Fair,9,213.6,-0.010017909523261941
49,F,193.5,1534.3,3075.0,428.4,10.281,12,Very Active,Fair,5,203.8,0.1223876804646378
54,M,167.1,1555.3,2117.5,-21.0,-0.42,10,Lightly Active,Excellent,2,166.6,-0.006000024114485833
39,M,208.7,1819.2,2221.4,38.3,0.919,12,Sedentary,Good,9,209.6,0.01094432304271842
23,F,108.1,1277.0,1200.0,-555.8,-7.781,7,Lightly Active,Fair,2,100.3,-0.1588041793493807
25,M,176.3,1742.0,2267.7,177.3,2.837,8,Sedentary,Good,11,179.1,0.0506683321422501
54,M,230.2,1841.6,1696.5,-513.4,-6.161,6,Sedentary,Fair,7,224.0,-0.1466838434203698
18,F,200.2,1719.8,2264.7,-100.1,-1.601,8,Lightly Active,Fair,5,198.6,-0.028587782184571812
46,M,209.6,1788.0,2787.0,641.4,8.98,7,Sedentary,Excellent,9,218.5,0.18326827490059194
37,F,151.1,1401.7,1796.4,-130.8,-1.308,5,Lightly Active,Fair,1,149.7,-0.03738257247356316
58,F,149.5,1289.5,1577.9,30.5,0.305,5,Sedentary,Excellent,8,149.8,0.008718136703581552
33,F,196.2,1626.4,3026.6,790.3,15.806,10,Lightly Active,Excellent,9,212.0,0.22579572000797868
40,M,176.2,1666.7,3014.8,139.8,1.118,4,Very Active,Poor,10,177.3,0.03994036197858337
36,M,176.0,1685.7,1698.1,-324.7,-7.793,12,Sedentary,Good,1,168.2,-0.0927741003708965
43,M,196.5,1743.9,2830.4,432.5,3.46,4,Lightly Active,Poor,6,200.0,0.12356522996919167
38,F,206.7,1649.0,2586.0,30.1,0.301,5,Moderately Active,Good,5,207.0,0.00860055472572302
27,M,196.8,1825.4,2292.7,-536.6,-6.439,6,Moderately Active,Fair,4,190.4,-0.15331241209338273
36,M,210.6,1842.9,2958.7,747.2,17.933,12,Sedentary,Poor,9,228.6,0.21348257794888248
49,F,183.5,1489.0,1446.3,-601.1,-7.213,6,Lightly Active,Good,10,176.3,-0.1717411055324219
55,F,168.1,1388.8,2745.4,592.7,8.298,7,Moderately Active,Good,4,176.4,0.1693476171093142
23,M,190.2,1815.3,2365.3,-766.1,-13.789,9,Very Active,Excellent,9,176.4,-0.2188751826500029
43,F,202.3,1604.3,1894.6,-30.6,-0.551,9,Sedentary,Good,9,201.8,-0.008738216872498275
40,F,179.9,1517.4,2779.6,693.2,11.092,8,Lightly Active,Good,10,191.0,0.1980702613390431
57,M,212.2,1745.2,3293.8,894.1,19.67,11,Lightly Active,Good,2,231.9,0.25545585981794255
47,F,187.4,1516.5,1559.7,-790.9,-11.073,7,Moderately Active,Fair,7,176.3,-0.2259723291654539
44,M,187.7,1699.0,3071.9,141.1,1.411,5,Very Active,Excellent,3,189.1,0.04031590230619427
34,F,143.0,1380.3,2551.6,170.7,2.731,8,Very Active,Excellent,9,145.8,0.04876910801246933
35,M,192.5,1765.8,2272.5,-155.5,-3.421,11,Lightly Active,Poor,2,189.1,-0.04442537230668911
38,F,119.0,1251.5,2245.8,744.0,10.416,7,Sedentary,Good,8,129.5,0.21257365457245975
37,M,158.3,1600.8,2874.9,673.8,8.086,6,Lightly Active,Excellent,8,166.4,0.19252148448985423
43,F,172.7,1469.8,2976.3,698.1,5.585,4,Moderately Active,Fair,5,178.3,0.19946200148565316
47,F,119.1,1206.8,1661.3,-420.4,-6.727,8,Very Active,Excellent,5,112.4,-0.1201193240572578
33,M,156.4,1611.7,2803.2,305.0,6.1,10,Moderately Active,Fair,11,162.5,0.08714300147115903
21,M,208.0,1906.0,2428.4,-192.4,-3.847,10,Lightly Active,Good,5,204.2,-0.054962477264663516
48,F,126.3,1234.5,2639.3,725.8,13.065,9,Moderately Active,Poor,3,139.4,0.2073752225717524
28,M,151.8,1615.9,1338.7,-600.4,-13.209,11,Sedentary,Excellent,11,138.6,-0.1715401410632364
41,F,224.6,1715.2,1440.6,-617.6,-11.118,9,Sedentary,Poor,5,213.5,-0.17647120523230628
26,M,146.6,1602.7,2291.5,-192.7,-3.468,9,Moderately Active,Fair,4,143.2,-0.05504317424401221
44,M,183.3,1678.8,1421.4,-886.9,-21.287,12,Lightly Active,Fair,8,162.0,-0.25341330295620795
33,F,163.7,1479.2,2602.3,827.2,6.618,4,Sedentary,Fair,3,170.4,0.23634467557562747
42,M,169.9,1628.1,1970.2,-838.3,-10.06,6,Very Active,Excellent,6,159.8,-0.2395157682804294
57,M,237.0,1857.4,3585.7,706.8,9.895,7,Moderately Active,Poor,9,246.9,0.20194198226815688
22,M,184.8,1795.9,3653.9,555.9,8.894,8,Very Active,Fair,10,193.7,0.15882257091641908
36,M,184.9,1726.3,3099.7,424.1,5.089,6,Moderately Active,Good,4,190.0,0.12115838994188731
61,M,161.0,1492.6,1851.7,-723.1,-17.354,12,Very Active,Good,8,143.6,-0.2065948093345887
46,M,161.2,1568.5,2621.5,190.3,2.284,6,Moderately Active,Good,8,163.4,0.05437450389355425
53,M,234.3,1865.2,1944.9,-619.8,-6.198,5,Lightly Active,Good,5,228.1,-0.17707912234144754
54,M,154.2,1496.7,1916.2,-141.8,-1.134,4,Lightly Active,Fair,6,153.0,-0.04051167647576371
35,M,157.0,1604.6,2408.5,-78.7,-1.259,8,Moderately Active,Good,6,155.7,-0.022474502288439908
34,F,168.7,1496.9,2171.3,-410.8,-6.574,8,Very Active,Good,3,162.2,-0.11738511369849727
18,F,166.8,1568.0,2389.1,-315.7,-3.157,5,Very Active,Poor,5,163.6,-0.09018591305093429
60,M,189.2,1625.7,3467.2,662.8,11.931,9,Very Active,Good,6,201.1,0.18937915878904316
31,M,161.7,1646.1,2934.0,382.5,5.355,7,Moderately Active,Good,3,167.1,0.10928789525856246
23,M,213.7,1921.8,3187.4,881.3,14.101,8,Sedentary,Poor,9,227.8,0.2517968710171507
61,F,154.3,1296.3,2431.4,195.3,2.734,7,Very Active,Excellent,9,157.0,0.05579924771005218
60,F,104.3,1074.5,2047.8,194.3,4.274,11,Very Active,Fair,2,108.6,0.05550030166701351
56,M,217.9,1776.0,2723.9,-29.0,-0.232,4,Moderately Active,Poor,3,217.7,-0.008279350480976453
40,F,130.6,1293.8,2642.4,863.5,20.724,12,Lightly Active,Excellent,5,151.3,0.24670956570225255
39,F,114.2,1224.3,2265.3,796.2,6.37,4,Sedentary,Good,6,120.5,0.2274874459987457
18,F,158.1,1528.7,2185.3,-184.3,-3.686,10,Moderately Active,Excellent,4,154.4,-0.05265695745800141
36,M,140.6,1525.3,2092.2,-538.8,-8.621,8,Very Active,Fair,4,132.0,-0.15394969567792446
56,F,170.0,1392.7,1682.0,-476.7,-3.813,4,Moderately Active,Good,7,166.2,-0.1361862386292231
55,M,157.6,1507.2,2316.9,-19.3,-0.464,12,Moderately Active,Excellent,5,157.1,-0.005520218533753645
30,F,185.8,1594.4,2925.4,175.1,4.203,12,Very Active,Good,9,190.0,0.050039138022770206
51,M,204.6,1740.6,3268.5,570.5,6.846,6,Moderately Active,Poor,3,211.5,0.1630090036880699
45,M,203.2,1764.2,2879.2,-163.9,-2.951,9,Very Active,Good,4,200.2,-0.04683661013834626
45,M,183.9,1676.8,1288.4,-723.7,-13.027,9,Sedentary,Excellent,10,170.9,-0.206781721689103
23,F,195.9,1675.0,2786.3,190.1,2.281,6,Moderately Active,Poor,9,198.2,0.05430759149931704
22,M,219.2,1951.7,2622.6,-402.5,-7.246,9,Moderately Active,Good,5,211.9,-0.11500885390245848
47,M,229.6,1873.9,3104.1,-128.5,-1.028,4,Very Active,Poor,7,228.6,-0.03670094118019785
43,F,208.5,1632.4,1483.4,-761.2,-16.746,11,Lightly Active,Fair,8,191.8,-0.21747950097616156
50,M,230.2,1861.7,2832.5,-378.9,-5.305,7,Very Active,Excellent,5,224.9,-0.10826931973921468
